col,contribution,shap
cement,2.142609332461478,5.191640333206754
slag,14.2213839828765,15.199045809522536
ash,0.0,-0.1364345205343495
water,0.0,0.3097968549666007
superplastic,21.313088218223932,11.305245024049075
coarseagg,0.0,0.10638715559502442
fineagg,0.0,0.11497084129768527
age,3.7535905487212253,9.340020584179843
