col,Original,Random #1,Random #2,Random #3,Random #4,Random #5
0,0.019059993187922,0.01905999318792178,0.01905999318792163,0.019059993187920024,0.01905999318792267,0.019059993187922522
1,-0.0012679036454900459,-0.001267903645490108,-0.0012679036454901313,-0.0012679036454901196,-0.001267903645490168,-0.0012679036454900014
2,-9.648758406959611e-05,-9.64875840694225e-05,-9.648758406949477e-05,-9.648758406955735e-05,-9.648758406949643e-05,-9.648758406957642e-05
3,0.0,0.0,0.0,0.0,0.0,0.0
4,-6.486221279319314e-05,-6.486221279318738e-05,-6.486221279318733e-05,-6.48622127931966e-05,-6.486221279319279e-05,-6.486221279319633e-05
5,-0.00449627103013078,-0.004496271030130578,-0.004496271030130487,-0.0044962710301305,-0.004496271030130712,-0.00449627103013035
6,0.0012781102639400554,0.0012781102639401211,0.0012781102639400634,0.0012781102639401938,0.0012781102639400064,0.0012781102639400433
7,-1.935329486512309e-05,-1.9353294865162065e-05,0.0,-1.9353294865149007e-05,0.0,-1.9353294865174706e-05
8,,0.0,-1.9353294865172097e-05,0.0,-1.93532948651834e-05,0.0
