col,name,mean,std
texture error,Noise %100,0.007409468883283646,0.002998647222644522
texture error,Noise %200,0.007796536355314883,0.0029539725848075566
texture error,Noise %300,0.007420503862167497,0.002875954716370447
texture error,Noise %400,0.007667623125799636,0.002634590937851738
perimeter error,Noise %0,0.0,0.0
perimeter error,Noise %100,1.6868848399505347e-06,7.352960546735162e-06
perimeter error,Noise %200,-0.0033922341761673538,0.013097231930889644
perimeter error,Noise %300,0.0012748366992249786,0.019520572253219827
perimeter error,Noise %400,-0.0011233729914263938,0.01631505127658298
area error,Noise %0,0.08482011914445423,0.0
area error,Noise %100,0.0873216614591946,0.009610645258633343
area error,Noise %200,0.0917753578722633,0.021395747528196656
area error,Noise %300,0.08710470129230997,0.022088732230741173
area error,Noise %400,0.09351420908297473,0.022381197306082404
smoothness error,Noise %0,0.15105676626567954,2.7755575615628914e-17
smoothness error,Noise %100,0.1515526756944144,0.0013958333518244905
smoothness error,Noise %200,0.14918809190998444,0.010687281704061304
smoothness error,Noise %300,0.14641099208719513,0.0145664584743886
smoothness error,Noise %400,0.14898918649425327,0.010645065718041921
compactness error,Noise %0,0.0,0.0
compactness error,Noise %100,0.0,0.0
compactness error,Noise %200,0.0,0.0
compactness error,Noise %300,9.641236044564368e-05,0.00042025173609077884
compactness error,Noise %400,-9.694568443103686e-05,0.00042257644144727405
concavity error,Noise %0,-0.17587666517495482,0.0
concavity error,Noise %100,-0.025486326423673183,0.1137811714918156
concavity error,Noise %200,0.003927953977046384,0.0436857333023337
concavity error,Noise %300,0.004455534375525834,0.04961088094718033
concavity error,Noise %400,0.007552747447686696,0.05010428963049369
concave points error,Noise %0,0.0,0.0
concave points error,Noise %100,-0.005303763741405081,0.023118570169199933
concave points error,Noise %200,-0.005303763741405081,0.023118570169199933
concave points error,Noise %300,0.0,0.0
concave points error,Noise %400,0.0,0.0
symmetry error,Noise %0,0.0,0.0
symmetry error,Noise %100,0.0,0.0
symmetry error,Noise %200,-9.83126495680175e-05,0.00042853490433871595
symmetry error,Noise %300,0.0,0.0
symmetry error,Noise %400,0.0,0.0
fractal dimension error,Noise %0,0.09497637611385736,0.0
fractal dimension error,Noise %100,0.08694908255320764,0.019241262323757953
fractal dimension error,Noise %200,0.08986772806196647,0.014330383859578022
fractal dimension error,Noise %300,0.08763801473089024,0.016951541790543593
fractal dimension error,Noise %400,0.08742970284711529,0.017090683815924573
worst radius,Noise %0,-0.004238413946431818,0.0
worst radius,Noise %100,-0.03361790715454913,0.011021624599488822
worst radius,Noise %200,-0.03298113369440138,0.011190812535063235
worst radius,Noise %300,-0.035218309495546364,0.008426126482650375
worst radius,Noise %400,-0.033434317605453956,0.01037383836260715
worst texture,Noise %0,0.14494116835886392,0.0
worst texture,Noise %100,0.16531062858237044,0.03233666954495284
worst texture,Noise %200,0.15902853207979356,0.04070324900760361
worst texture,Noise %300,0.1609495294722036,0.028053375883724762
worst texture,Noise %400,0.15230856461409584,0.04451237052414039
worst perimeter,Noise %0,-0.1332335426200806,0.0
worst perimeter,Noise %100,-0.1346687818099823,0.006892479041164839
worst perimeter,Noise %200,-0.1340990260869459,0.009735986985557572
worst perimeter,Noise %300,-0.13419493816704853,0.009736631800353661
worst perimeter,Noise %400,-0.13406485848135538,0.009039398864135273
worst area,Noise %0,-0.05975417404585255,6.938893903907228e-18
worst area,Noise %100,-0.059087521231565535,0.0043220802790342695
worst area,Noise %200,-0.05582171590221805,0.011933950135134461
worst area,Noise %300,-0.05592644407271876,0.011376794708517397
worst area,Noise %400,-0.05549131175889658,0.012074517885297535
worst smoothness,Noise %0,0.04788323444831251,6.938893903907228e-18
worst smoothness,Noise %100,0.04340263720982293,0.01908145571443263
worst smoothness,Noise %200,0.03897582394962563,0.01754532756164492
worst smoothness,Noise %300,0.036737248026077196,0.01933623343049194
worst smoothness,Noise %400,0.039082988265108795,0.017594261768154176
worst compactness,Noise %0,0.001956442290847744,0.0
worst compactness,Noise %100,-0.0002944950660105568,0.006608415000221712
worst compactness,Noise %200,-0.0006532629053980436,0.006966461224798193
worst compactness,Noise %300,0.0014687829690570521,0.0008480253086572236
worst compactness,Noise %400,-0.0003004976613590903,0.00808729282464601
worst concavity,Noise %0,-0.06363636722877916,0.0
worst concavity,Noise %100,-0.16678957777495668,0.04848731852840814
worst concavity,Noise %200,-0.1679922197525236,0.04877485564973033
worst concavity,Noise %300,-0.15957557788813004,0.037677939059271644
worst concavity,Noise %400,-0.16708877697936983,0.05101379707498389
worst concave points,Noise %0,0.37951607361165174,5.551115123125783e-17
worst concave points,Noise %100,0.3736547304355574,0.014512982086941982
